event_url,subtype,product_url,product_title,price_gbp,availability,date_start,date_end,event_location,map_method,confidence
https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-workshop-kenilworth4,workshop,https://www.alanranger.com/photo-workshops-uk/long-exposure-photography-kenilworth,"Long Exposure Photography Workshop KENILWORTH Sunset",65,InStock,"2025-08-28 18:15:00+00","2025-08-28 20:45:00+00",Kenilworth,auto,
https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-summer,workshop,https://www.alanranger.com/photo-workshops-uk/secrets-of-woodland-photography-workshop,"The Secret of WOODLAND PHOTOGRAPHY- 1-Day Jan, Apr, Aug, Oct",125,InStock,"2025-08-31 09:00:00+00","2025-08-31 15:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk1-rrkhn,course,https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry,"Lightroom Courses for Beginners Photo Editing - Coventry",19.99,InStock,"2025-09-03 19:00:00+00","2025-09-03 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-bds4t,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-09-08 19:00:00+00","2025-09-08 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/rps-courses-rps-distinctions-mentoring-5,course,https://www.alanranger.com/photography-services-near-me/rps-mentoring-photography-course,"RPS Courses - Independent RPS Mentoring for RPS Distinctions",395,InStock,"2025-09-09 19:00:00+00","2025-09-09 21:00:00+00","Online - Virtual Class - Zoom Meeting",auto,
https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk2-y3262,course,https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry,"Lightroom Courses for Beginners Photo Editing - Coventry",19.99,InStock,"2025-09-10 19:00:00+00","2025-09-10 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-w5nkt,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-09-11 19:00:00+00","2025-09-11 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-2sj27,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-09-15 19:00:00+00","2025-09-15 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/sunset-chesterton-windmill-spring-7gw7j,workshop,https://www.alanranger.com/photo-workshops-uk/photography-workshops-chesterton-windmill,"Photography Workshops CHESTERTON WINDMILL - Warwickshire",65,InStock,"2025-09-16 18:00:00+00","2025-09-16 20:30:00+00",Warwickshire,auto,
https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk3-9b3t3,course,https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry,"Lightroom Courses for Beginners Photo Editing - Coventry",19.99,InStock,"2025-09-17 19:00:00+00","2025-09-17 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-dhecf,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-09-18 19:00:00+00","2025-09-18 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-2k99k,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-09-22 19:00:00+00","2025-09-22 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-workshop-kenilworth1,workshop,https://www.alanranger.com/photo-workshops-uk/long-exposure-photography-kenilworth,"Long Exposure Photography Workshop KENILWORTH Sunset",65,InStock,"2025-09-23 17:30:00+00","2025-09-23 19:30:00+00",Kenilworth,auto,
https://www.alanranger.com/photographic-workshops-near-me/urban-architecture-photography-workshop-coventry,workshop,https://www.alanranger.com/photo-workshops-uk/urban-architecture-photography-workshops-coventry,"URBAN ARCHITECTURE Photography Workshops - Coventry 24 Sep",50,InStock,"2025-09-24 18:00:00+00","2025-09-24 20:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-nzwzx,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-09-25 19:00:00+00","2025-09-25 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/hartland-quay-photography-devon-seascapes,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-devon-hartland-quay,"Landscape Photography DEVON Workshops - Various Dates",750,InStock,"2025-09-26 12:30:00+00","2025-09-28 12:30:00+00",Devon,auto,
https://www.alanranger.com/beginners-photography-lessons/rps-courses-rps-distinctions-mentoring-1,course,https://www.alanranger.com/photography-services-near-me/rps-mentoring-photography-course,"RPS Courses - Independent RPS Mentoring for RPS Distinctions",395,InStock,"2025-09-29 19:00:00+00","2025-09-29 21:00:00+00","Online - Virtual Class - Zoom Meeting",auto,
https://www.alanranger.com/photographic-workshops-near-me/sunset-chesterton-windmill-spring-7gw7j-9akd5,workshop,https://www.alanranger.com/photo-workshops-uk/photography-workshops-chesterton-windmill,"Photography Workshops CHESTERTON WINDMILL - Warwickshire",65,InStock,"2025-10-01 17:30:00+00","2025-10-01 20:00:00+00",Warwickshire,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-oct1,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-10-02 19:00:00+00","2025-10-02 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/fairy-glen-photography-wales,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-snowdonia-workshops,"Landscape Photography SNOWDONIA - Sat 7th - Sun 8th Mar 2026",595,InStock,"2025-10-04 10:00:00+00","2025-10-04 13:30:00+00","Snowdonia National Park",auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-zbcfe,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-10-06 19:00:00+00","2025-10-06 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-oct2,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-10-09 19:00:00+00","2025-10-09 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-4pp2p,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-10-13 19:00:00+00","2025-10-13 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/rps-courses-rps-distinctions-mentoring-2,course,https://www.alanranger.com/photography-services-near-me/rps-mentoring-photography-course,"RPS Courses - Independent RPS Mentoring for RPS Distinctions",395,InStock,"2025-10-15 19:00:00+00","2025-10-15 21:00:00+00","Online - Virtual Class - Zoom Meeting",auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-oct3,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-10-16 19:00:00+00","2025-10-16 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-coventry-piles-coppice,workshop,https://www.alanranger.com/photo-workshops-uk/garden-photography-workshop,"The Art of GARDEN PHOTOGRAPHY  - Coventry -  May and July",35,InStock,"2025-10-17 09:30:00+00","2025-10-17 11:30:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-winter,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-peak-district-photography-workshops-derbyshire,"PEAK DISTRICT Photography Workshops - May, Oct and Nov",175,InStock,"2025-10-18 09:30:00+00","2025-10-18 16:00:00+00","Peak District",auto,
https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-autumn,workshop,https://www.alanranger.com/photo-workshops-uk/secrets-of-woodland-photography-workshop,"The Secret of WOODLAND PHOTOGRAPHY- 1-Day Jan, Apr, Aug, Oct",125,InStock,"2025-10-19 10:00:00+00","2025-10-19 16:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-8s2ka,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-10-20 19:00:00+00","2025-10-20 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-29oct,workshop,https://www.alanranger.com/photo-workshops-uk/batsford-arboretum-photography-workshops,"BATSFORD Arboretum Autumn Photography Workshops 24 - 31 Oct",125,InStock,"2025-10-24 08:00:00+00","2025-10-24 15:30:00+00","Batsford Arboretum - Gloucestershire",auto,
https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-30oct,workshop,https://www.alanranger.com/photo-workshops-uk/batsford-arboretum-photography-workshops,"BATSFORD Arboretum Autumn Photography Workshops 24 - 31 Oct",125,InStock,"2025-10-25 08:00:00+00","2025-10-25 15:30:00+00","Batsford Arboretum - Gloucestershire",auto,
https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-31oct,workshop,https://www.alanranger.com/photo-workshops-uk/batsford-arboretum-photography-workshops,"BATSFORD Arboretum Autumn Photography Workshops 24 - 31 Oct",125,InStock,"2025-10-26 08:00:00+00","2025-10-26 15:30:00+00","Batsford Arboretum - Gloucestershire",auto,
https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-1nov,workshop,https://www.alanranger.com/photo-workshops-uk/batsford-arboretum-photography-workshops,"BATSFORD Arboretum Autumn Photography Workshops 24 - 31 Oct",125,InStock,"2025-10-29 08:00:00+00","2025-10-29 15:30:00+00","Batsford Arboretum - Gloucestershire",auto,
https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-2nov,workshop,https://www.alanranger.com/photo-workshops-uk/batsford-arboretum-photography-workshops,"BATSFORD Arboretum Autumn Photography Workshops 24 - 31 Oct",125,InStock,"2025-10-30 08:00:00+00","2025-10-30 15:30:00+00","Batsford Arboretum - Gloucestershire",auto,
https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-3nov,workshop,https://www.alanranger.com/photo-workshops-uk/batsford-arboretum-photography-workshops,"BATSFORD Arboretum Autumn Photography Workshops 24 - 31 Oct",125,InStock,"2025-10-31 08:00:00+00","2025-10-31 15:30:00+00","Batsford Arboretum - Gloucestershire",auto,
https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-autumn,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-peak-district-photography-workshops-derbyshire,"PEAK DISTRICT Photography Workshops - May, Oct and Nov",175,InStock,"2025-11-01 09:30:00+00","2025-11-01 16:00:00+00","Peak District",auto,
https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-autumn-2,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-peak-district-photography-workshops-derbyshire,"PEAK DISTRICT Photography Workshops - May, Oct and Nov",175,InStock,"2025-11-02 09:30:00+00","2025-11-02 16:00:00+00","Peak District",auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-8ar5x,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-11-03 19:00:00+00","2025-11-03 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk1,course,https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry,"Lightroom Courses for Beginners Photo Editing - Coventry",19.99,InStock,"2025-11-04 19:00:00+00","2025-11-04 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/rps-courses-rps-distinctions-mentoring-6,course,https://www.alanranger.com/photography-services-near-me/rps-mentoring-photography-course,"RPS Courses - Independent RPS Mentoring for RPS Distinctions",395,InStock,"2025-11-06 19:00:00+00","2025-11-06 21:00:00+00","Online - Virtual Class - Zoom Meeting",auto,
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-kenilworth-crackley-woods,workshop,https://www.alanranger.com/photo-workshops-uk/long-exposure-photography-kenilworth,"Long Exposure Photography Workshop KENILWORTH Sunset",65,InStock,"2025-11-07 09:30:00+00","2025-11-07 11:30:00+00",Kenilworth,auto,
https://www.alanranger.com/photographic-workshops-near-me/abstract-and-macro-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/abstract-and-macro-photography-workshops,"MACRO Photography Workshops Warwickshire - Feb and Mar",65,InStock,"2025-11-08 10:00:00+00","2025-11-08 12:30:00+00","Alan Ranger Photography",auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-wc34j,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-11-10 19:00:00+00","2025-11-10 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk2,course,https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry,"Lightroom Courses for Beginners Photo Editing - Coventry",19.99,InStock,"2025-11-11 19:00:00+00","2025-11-11 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-dfe,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-11-12 19:00:00+00","2025-11-12 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-autumn,workshop,https://www.alanranger.com/photo-workshops-uk/lake-district-photography-workshop,"LAKE DISTRICT Photography Workshops - Jan - Mar - Sep - Nov",1050,InStock,"2025-11-14 09:30:00+00","2025-11-16 14:30:00+00","Lake District",auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-3yj3h,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-11-17 19:00:00+00","2025-11-17 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk3,course,https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry,"Lightroom Courses for Beginners Photo Editing - Coventry",19.99,InStock,"2025-11-18 19:00:00+00","2025-11-18 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-hnp3g,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-11-19 19:00:00+00","2025-11-19 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/suffolk-landscape-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/suffolk-landscape-photography-workshops,"SUFFOLK Landscape Photography Workshops - 21st - 23rd Nov",995,InStock,"2025-11-21 09:30:00+00","2025-11-23 14:30:00+00",Suffolk,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-mw83l,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-11-26 19:00:00+00","2025-11-26 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/wales-photography-workshop-vyrnwy-pistyll-rhaeadr,workshop,https://www.alanranger.com/photo-workshops-uk/wales-photography-workshop-pistyll-rhaeadr,"WALES Photography Workshop | Lake Vyrnwy 29 - 30 Nov",525,InStock,"2025-11-29 09:30:00+00","2025-11-30 15:00:00+00","Wales - Dee Valley",auto,
https://www.alanranger.com/beginners-photography-lessons/rps-courses-rps-distinctions-mentoring-3,course,https://www.alanranger.com/photography-services-near-me/rps-mentoring-photography-course,"RPS Courses - Independent RPS Mentoring for RPS Distinctions",395,InStock,"2025-12-01 19:00:00+00","2025-12-01 21:00:00+00","Online - Virtual Class - Zoom Meeting",auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-2n74k,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-12-02 19:00:00+00","2025-12-02 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-solihull-hay-woods,workshop,https://www.alanranger.com/photo-workshops-uk/woodland-photography-walk-warwickshire,"WARWICKSHIRE Woodland PHOTOGRAPHY WALKS - Monthly - 2hrs",15,InStock,"2025-12-05 09:30:00+00","2025-12-05 11:30:00+00",Solihull,auto,
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-coventry-tile-hill,workshop,https://www.alanranger.com/photo-workshops-uk/garden-photography-workshop,"The Art of GARDEN PHOTOGRAPHY  - Coventry -  May and July",35,InStock,"2025-12-08 09:30:00+00","2025-12-08 11:30:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-dg9pz,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-12-09 19:00:00+00","2025-12-09 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-nhjlm,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2025-12-16 19:00:00+00","2025-12-16 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-hay-woods,workshop,https://www.alanranger.com/photo-workshops-uk/woodland-photography-walk-warwickshire,"WARWICKSHIRE Woodland PHOTOGRAPHY WALKS - Monthly - 2hrs",15,InStock,"2026-01-02 09:30:00+00","2026-01-02 11:30:00+00",Solihull,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-wk1,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-01-06 19:00:00+00","2026-01-06 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk1-kdh5k,course,https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry,"Lightroom Courses for Beginners Photo Editing - Coventry",19.99,InStock,"2026-01-07 19:00:00+00","2026-01-07 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-winter,workshop,https://www.alanranger.com/photo-workshops-uk/garden-photography-workshop,"The Art of GARDEN PHOTOGRAPHY  - Coventry -  May and July",35,InStock,"2026-01-11 10:00:00+00","2026-01-11 16:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-01-13 19:00:00+00","2026-01-13 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk2-n8l4l,course,https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry,"Lightroom Courses for Beginners Photo Editing - Coventry",19.99,InStock,"2026-01-14 19:00:00+00","2026-01-14 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/dorset-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/dorset-landscape-photography-workshop,"DORSET Landscape Photography Workshop Purbeck 16 - 18 Jan",925,InStock,"2026-01-16 14:00:00+00","2026-01-18 14:00:00+00",Dorset,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-coventry-be4sb,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-01-20 19:00:00+00","2026-01-20 21:00:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/lightroom-photo-editing-classes-wk3-7cd64,course,https://www.alanranger.com/photography-services-near-me/lightroom-courses-for-beginners-coventry,"Lightroom Courses for Beginners Photo Editing - Coventry",19.99,InStock,"2026-01-21 19:00:00+00","2026-01-21 21:00:00+00",Coventry,auto,
https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-winter,workshop,https://www.alanranger.com/photo-workshops-uk/lake-district-photography-workshop,"LAKE DISTRICT Photography Workshops - Jan - Mar - Sep - Nov",1050,InStock,"2026-01-23 09:30:00+00","2026-01-25 14:30:00+00","Lake District",auto,
https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-wales-gower-peninsular,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-wales-photo-workshop,"GOWER Landscape Photography Wales - 30 Jan - 1 Feb 2026",825,InStock,"2026-01-30 10:00:00+00","2026-02-01 14:00:00+00","wales - Gower Peninsular",auto,
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-coventry-cv4,workshop,https://www.alanranger.com/photo-workshops-uk/garden-photography-workshop,"The Art of GARDEN PHOTOGRAPHY  - Coventry -  May and July",35,InStock,"2026-02-02 09:30:00+00","2026-02-02 11:30:00+00",Coventry,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-week-1,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-02-04 19:00:00+00","2026-02-04 21:00:00+00","Alan Ranger Photography",auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-wk2,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-02-11 19:00:00+00","2026-02-11 21:00:00+00","Alan Ranger Photography",auto,
https://www.alanranger.com/photographic-workshops-near-me/norfolk-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-workshop-norfolk,"Landscape Photography Workshop NORFOLK - Coastal 12 - 14 Sep",975,InStock,"2026-02-13 09:30:00+00","2026-02-15 14:00:00+00",Norfolk,auto,
https://www.alanranger.com/beginners-photography-lessons/camera-courses-for-beginners-week-3,course,https://www.alanranger.com/photography-services-near-me/beginners-photography-course,"Beginners Photography Course | 3 Weekly Evening Classes",150,InStock,"2026-02-18 19:00:00+00","2026-02-18 21:00:00+00","Alan Ranger Photography",auto,
https://www.alanranger.com/photographic-workshops-near-me/hartland-quay-devon-seascapes-ynfcl,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-devon-hartland-quay,"Landscape Photography DEVON Workshops - Various Dates",750,InStock,"2026-02-19 12:30:00+00","2026-02-22 12:30:00+00",Devon,auto,
https://www.alanranger.com/photographic-workshops-near-me/northumberland-landscape-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/coastal-northumberland-photography-workshops,"NORTHUMBERLAND Photography Workshops - Feb 26 - Mar 1",995,InStock,"2026-02-26 14:00:00+00","2026-03-01 14:00:00+00",Northumberland,auto,
https://www.alanranger.com/photographic-workshops-near-me/dingle-kerry-ireland-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/ireland-photography-workshops-dingle,"KERRY - Southern Ireland Photography Workshop - Mar 2026",1595,InStock,"2026-03-05 10:30:00+00","2026-03-09 15:00:00+00","Ireland - Dingle",auto,
